filename,logit,time
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0002.png,-0.447647,0.887930
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0011.png,-5.875123,0.612174
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0012.png,-6.061737,0.615884
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0020.png,-3.898493,0.616591
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0032.png,-7.601930,0.615080
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0037.png,-5.778735,0.620476
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0041.png,-2.782769,0.611737
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0048.png,-5.836555,0.607874
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0051.png,-5.546214,0.611964
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0066.png,-6.204032,0.612042
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0068.png,-6.474380,0.610047
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0069.png,-8.727683,0.612890
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0070.png,-5.870977,0.612616
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0075.png,-6.340959,0.612144
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0078.png,-5.294287,0.612190
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0084.png,-6.512447,0.617191
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0085.png,-6.036407,0.618519
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0090.png,-3.316794,0.613639
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0094.png,-6.086701,0.617841
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0099.png,-5.481640,0.614554
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0109.png,-7.197953,0.617604
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0110.png,-2.972044,0.617943
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0121.png,-2.502580,0.616312
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0122.png,-5.541298,0.615718
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0141.png,-6.130186,0.615759
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0147.png,-5.328269,0.619679
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0154.png,-1.835656,0.616234
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0157.png,-3.520284,0.615755
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0161.png,-7.369666,0.619639
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0166.png,-2.243333,0.616158
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0169.png,-4.418892,0.613504
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0177.png,-4.756349,0.616805
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0181.png,-4.119164,0.616521
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0184.png,-6.279065,0.616911
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0190.png,-5.304297,0.617058
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0193.png,-7.659326,0.617583
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0203.png,-6.962162,0.616691
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0204.png,-5.535975,0.618996
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0209.png,-5.571643,0.617273
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0222.png,-2.054076,0.613514
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0226.png,-7.779264,0.616373
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0230.png,-2.979546,0.619519
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0231.png,-7.638776,0.617313
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0235.png,-0.859075,0.613201
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0243.png,-6.013376,0.619759
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0244.png,-8.299939,0.617567
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0256.png,-3.928089,0.615528
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0269.png,-0.972924,0.616919
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0275.png,-6.192238,0.621577
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0278.png,-6.249349,0.620899
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0284.png,-3.244925,0.619008
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0290.png,-1.523923,0.618716
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0296.png,-6.565582,0.619850
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0298.png,-6.026701,0.617844
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0301.png,-2.038213,0.617488
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0305.png,-7.742159,0.618632
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0307.png,-3.682563,0.616529
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0311.png,-4.136359,0.622390
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0332.png,-6.479614,0.624161
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0349.png,-7.192461,0.618793
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0358.png,-5.493762,0.619327
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0370.png,-6.235887,0.621994
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0372.png,-6.295196,0.620953
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0374.png,-3.893804,0.619216
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0385.png,-8.333282,0.617369
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0386.png,-5.746351,0.617379
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0389.png,-7.419467,0.621214
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0390.png,-1.540412,0.619708
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0395.png,-5.766674,0.623930
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0400.png,-10.239184,0.624571
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0410.png,-3.077814,0.625040
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0423.png,-7.734701,0.623881
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0428.png,-4.841709,0.619971
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0431.png,-5.394547,0.624717
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0442.png,-4.281567,0.621059
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0449.png,-2.803829,0.622505
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0455.png,-4.736311,0.620115
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0460.png,-5.398393,0.619691
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0462.png,-5.246786,0.620534
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0467.png,-0.268785,0.619114
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0473.png,-7.947301,0.629695
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0479.png,-1.519774,0.621370
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0486.png,-4.674181,0.626185
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0494.png,-5.964138,0.619160
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0497.png,-3.040725,0.614192
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0498.png,-1.489299,0.625992
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0506.png,-7.193234,0.623508
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0525.png,-7.080574,0.623979
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0530.png,-7.604529,0.625695
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0541.png,-6.002789,0.622862
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0558.png,-4.173037,0.627107
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0559.png,-3.349844,0.619026
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0563.png,-3.359676,0.623230
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0566.png,-4.306545,0.625916
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0568.png,-4.330768,0.619841
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0571.png,-4.509220,0.627214
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0572.png,-5.674164,0.625185
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0579.png,-5.481645,0.628043
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0580.png,-5.661786,0.625753
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0581.png,0.515791,0.623854
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0588.png,-4.321054,0.622040
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0594.png,-3.747212,0.628080
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0596.png,-6.494658,0.626532
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0597.png,-4.090810,0.622750
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0598.png,-4.551326,0.626824
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0600.png,-8.626793,0.639665
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0612.png,0.443815,0.626384
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0634.png,-6.892430,0.624469
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0653.png,-5.148077,0.628732
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0665.png,-4.279330,0.624769
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0695.png,-5.296029,0.630079
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0699.png,-7.291152,0.630101
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0700.png,-9.782770,0.624652
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0702.png,-5.528270,0.629509
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0709.png,-2.860980,0.622616
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0713.png,-2.157152,0.627221
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0728.png,-4.090235,0.623446
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0729.png,-7.962231,0.630097
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0744.png,-8.180801,0.627523
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0746.png,-5.620693,0.623386
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0754.png,-4.185374,0.627175
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0755.png,-5.570489,0.628557
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0762.png,-2.651860,0.624070
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0765.png,-3.399429,0.634771
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0778.png,-9.022235,0.630825
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0780.png,-8.348130,0.635380
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0784.png,-5.374824,0.630915
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0787.png,-1.453686,0.629219
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0795.png,-6.038403,0.627640
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0806.png,-4.516324,0.630632
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0827.png,-4.088453,0.630270
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0830.png,-6.708611,0.633738
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0848.png,-5.453814,0.632322
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0856.png,-7.216644,0.629870
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0859.png,-7.450008,0.632142
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0860.png,-3.172295,0.628510
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0907.png,-8.555157,0.628839
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0917.png,-6.493848,0.635053
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0918.png,-0.492443,0.633043
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0924.png,-6.941883,0.631669
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0951.png,-8.295011,0.634279
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0958.png,-2.639424,0.631938
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/0999.png,-5.814881,0.633078
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/1015.png,-5.876135,0.636972
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/1017.png,-1.979244,0.632020
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/1037.png,-4.830334,0.631213
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/1040.png,-4.519502,0.633250
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/1044.png,-4.204834,0.634574
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/1045.png,-7.214561,0.633369
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/1072.png,-4.728859,0.634252
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/1085.png,-5.946640,0.631170
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/1092.png,-3.489726,0.635229
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/1111.png,-6.855920,0.636002
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/1123.png,-6.935118,0.630252
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/1128.png,-3.698656,0.632820
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/1163.png,-2.400647,0.629457
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/1169.png,-5.525741,0.626373
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/1189.png,-2.362904,0.629986
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/1195.png,-2.263043,0.631682
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/1213.png,-1.918719,0.633307
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/1214.png,-0.732913,0.632938
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/1218.png,-3.590058,0.633597
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/1237.png,-6.400800,0.635532
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/1241.png,-4.286740,0.631450
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/1242.png,-4.974261,0.633915
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/1249.png,-4.182860,0.634201
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/1263.png,-5.995280,0.634204
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/1268.png,-3.439389,0.631305
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/1270.png,-5.515547,0.634681
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/1288.png,-6.021982,0.634377
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/1335.png,-0.273181,0.633378
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/1336.png,-2.670223,0.632893
../media-analysis-project-main/data/stylegan3-r-ffhq-1024x1024/test/fake/1349.png,-2.320879,0.633924
