filename,logit,time
../media-analysis-project-main/data/xhululu/real_vs_fake/real-vs-fake/test/real/00001.jpg,-12.041399,0.207964
../media-analysis-project-main/data/xhululu/real_vs_fake/real-vs-fake/test/real/00004.jpg,-12.691764,0.043630
../media-analysis-project-main/data/xhululu/real_vs_fake/real-vs-fake/test/real/00007.jpg,-19.217669,0.042403
../media-analysis-project-main/data/xhululu/real_vs_fake/real-vs-fake/test/real/00016.jpg,-11.581338,0.043818
../media-analysis-project-main/data/xhululu/real_vs_fake/real-vs-fake/test/real/00023.jpg,-12.376576,0.042476
../media-analysis-project-main/data/xhululu/real_vs_fake/real-vs-fake/test/real/00025.jpg,-18.910748,0.042448
../media-analysis-project-main/data/xhululu/real_vs_fake/real-vs-fake/test/real/00028.jpg,-9.156384,0.043051
../media-analysis-project-main/data/xhululu/real_vs_fake/real-vs-fake/test/real/00032.jpg,-6.590566,0.042417
../media-analysis-project-main/data/xhululu/real_vs_fake/real-vs-fake/test/real/00045.jpg,-11.266767,0.042866
../media-analysis-project-main/data/xhululu/real_vs_fake/real-vs-fake/test/real/00053.jpg,-9.338229,0.042315
../media-analysis-project-main/data/xhululu/real_vs_fake/real-vs-fake/test/real/00056.jpg,-8.657701,0.043950
../media-analysis-project-main/data/xhululu/real_vs_fake/real-vs-fake/test/real/00063.jpg,-8.035490,0.043472
../media-analysis-project-main/data/xhululu/real_vs_fake/real-vs-fake/test/real/00088.jpg,-15.487354,0.042213
../media-analysis-project-main/data/xhululu/real_vs_fake/real-vs-fake/test/real/00093.jpg,-8.634873,0.043239
../media-analysis-project-main/data/xhululu/real_vs_fake/real-vs-fake/test/real/00099.jpg,-8.765052,0.042723
../media-analysis-project-main/data/xhululu/real_vs_fake/real-vs-fake/test/real/00104.jpg,-13.868958,0.043572
../media-analysis-project-main/data/xhululu/real_vs_fake/real-vs-fake/test/real/00113.jpg,-6.640465,0.043028
../media-analysis-project-main/data/xhululu/real_vs_fake/real-vs-fake/test/real/00114.jpg,-7.018516,0.042377
../media-analysis-project-main/data/xhululu/real_vs_fake/real-vs-fake/test/real/00119.jpg,-13.664255,0.042831
../media-analysis-project-main/data/xhululu/real_vs_fake/real-vs-fake/test/real/00127.jpg,-6.818689,0.042754
../media-analysis-project-main/data/xhululu/real_vs_fake/real-vs-fake/test/real/00132.jpg,-8.086857,0.042960
../media-analysis-project-main/data/xhululu/real_vs_fake/real-vs-fake/test/real/00133.jpg,-6.270745,0.043333
../media-analysis-project-main/data/xhululu/real_vs_fake/real-vs-fake/test/real/00136.jpg,-11.724561,0.043892
../media-analysis-project-main/data/xhululu/real_vs_fake/real-vs-fake/test/real/00141.jpg,-13.458998,0.044750
../media-analysis-project-main/data/xhululu/real_vs_fake/real-vs-fake/test/real/00142.jpg,-8.353370,0.044132
../media-analysis-project-main/data/xhululu/real_vs_fake/real-vs-fake/test/real/00144.jpg,-8.394385,0.043550
../media-analysis-project-main/data/xhululu/real_vs_fake/real-vs-fake/test/real/00152.jpg,-10.003636,0.042295
../media-analysis-project-main/data/xhululu/real_vs_fake/real-vs-fake/test/real/00165.jpg,-13.808489,0.042811
../media-analysis-project-main/data/xhululu/real_vs_fake/real-vs-fake/test/real/00167.jpg,-9.377949,0.043809
../media-analysis-project-main/data/xhululu/real_vs_fake/real-vs-fake/test/real/00170.jpg,-8.360164,0.043160
../media-analysis-project-main/data/xhululu/real_vs_fake/real-vs-fake/test/real/00177.jpg,-11.823372,0.043628
../media-analysis-project-main/data/xhululu/real_vs_fake/real-vs-fake/test/real/00182.jpg,-13.904295,0.042426
../media-analysis-project-main/data/xhululu/real_vs_fake/real-vs-fake/test/real/00184.jpg,-14.963847,0.043144
../media-analysis-project-main/data/xhululu/real_vs_fake/real-vs-fake/test/real/00189.jpg,-9.746750,0.043011
../media-analysis-project-main/data/xhululu/real_vs_fake/real-vs-fake/test/real/00197.jpg,-15.600067,0.042678
../media-analysis-project-main/data/xhululu/real_vs_fake/real-vs-fake/test/real/00203.jpg,-10.010039,0.044175
../media-analysis-project-main/data/xhululu/real_vs_fake/real-vs-fake/test/real/00209.jpg,-10.602820,0.043154
../media-analysis-project-main/data/xhululu/real_vs_fake/real-vs-fake/test/real/00210.jpg,-15.432638,0.042609
../media-analysis-project-main/data/xhululu/real_vs_fake/real-vs-fake/test/real/00217.jpg,-1.186504,0.043151
../media-analysis-project-main/data/xhululu/real_vs_fake/real-vs-fake/test/real/00222.jpg,-12.809813,0.042175
../media-analysis-project-main/data/xhululu/real_vs_fake/real-vs-fake/test/real/00225.jpg,-5.670151,0.043551
../media-analysis-project-main/data/xhululu/real_vs_fake/real-vs-fake/test/real/00236.jpg,-10.759591,0.042803
../media-analysis-project-main/data/xhululu/real_vs_fake/real-vs-fake/test/real/00243.jpg,-6.596457,0.043292
../media-analysis-project-main/data/xhululu/real_vs_fake/real-vs-fake/test/real/00264.jpg,-8.301234,0.043657
../media-analysis-project-main/data/xhululu/real_vs_fake/real-vs-fake/test/real/00265.jpg,-9.871438,0.042707
../media-analysis-project-main/data/xhululu/real_vs_fake/real-vs-fake/test/real/00275.jpg,-11.082849,0.045006
../media-analysis-project-main/data/xhululu/real_vs_fake/real-vs-fake/test/real/00277.jpg,-12.272734,0.043395
